-0.36	0.72	3.14	2.96	5.55	6.75	7.98	7.18
2.19	-0.25	4.31	5.34	6.96	3.51	8.35	9.87
1.32	0.76	2.26	2.87	5.29	7.16	8.42	6.29
1.35	3.34	6.93	7.01	2.46	4.99	4.03	7.73
0.18	3.63	0.97	4.08	2.49	6.88	8.47	5.46
-1.33	1.24	4.93	2.99	5.78	7.59	7.33	5.19
0.79	1.36	2.77	3.12	4.89	6.83	6.05	9.21
1.15	1.03	1.13	5.80	4.14	6.45	10.47	10.61
-0.05	3.26	4.82	3.88	4.58	5.54	5.94	6.93
-1.25	2.69	2.09	2.51	5.26	5.62	10.04	9.54
0.24	2.17	2.59	4.46	4.72	5.40	6.89	7.08
2.37	2.34	4.24	2.83	4.40	7.10	6.28	9.59
1.07	2.54	2.93	4.02	5.50	4.16	6.36	10.83
1.71	2.06	4.18	5.02	5.39	7.00	5.90	9.65
0.98	1.30	2.17	6.11	4.28	5.96	5.69	8.40
1.83	1.79	2.90	5.42	2.74	8.31	7.21	6.59
0.67	0.76	2.63	-0.30	3.40	5.09	6.82	9.21
2.40	2.40	3.75	5.55	3.34	6.67	6.15	8.86
1.39	0.55	2.22	6.28	3.57	5.62	3.35	7.79
0.29	1.53	1.22	2.89	7.70	6.50	6.06	7.42
2.43	1.91	5.55	2.34	6.13	7.52	5.67	5.93
-0.11	2.87	4.30	3.36	4.61	8.20	6.49	7.22
0.68	3.59	3.31	1.26	6.09	5.98	7.75	6.93
1.12	3.20	2.89	3.37	4.96	5.02	6.76	11.02
2.24	2.81	2.16	2.65	5.22	7.15	7.41	9.16
0.81	2.73	3.87	3.68	4.39	5.75	8.11	8.46
1.14	0.35	3.13	5.73	6.96	5.25	8.03	12.98
-1.00	1.12	4.35	2.93	6.38	5.40	7.54	8.35
-0.20	0.68	3.14	4.04	5.63	5.07	6.85	9.14
1.59	0.69	0.83	5.22	4.70	5.38	7.04	8.56
-1.85	0.62	2.57	2.61	4.48	5.24	6.77	9.25
1.84	1.33	2.11	4.09	6.04	6.16	4.92	9.15
0.49	4.74	4.51	2.22	5.39	7.52	7.40	7.66
3.46	4.03	3.55	4.27	4.42	8.57	8.46	9.70
-0.45	1.55	4.61	4.55	1.12	6.49	7.08	9.69
-0.73	1.00	3.95	5.03	5.44	6.84	7.68	7.88
0.29	0.96	1.91	5.27	3.78	5.65	8.88	8.21
0.37	2.51	2.97	1.29	4.17	5.30	5.32	10.25
2.62	-1.05	2.96	-0.46	7.72	6.54	4.95	7.13
-1.31	4.71	2.43	4.78	4.15	5.98	7.48	8.89
0.57	3.13	4.67	4.32	8.08	5.65	7.84	10.98
3.28	3.42	1.99	4.75	3.62	7.53	4.96	6.51
0.64	2.02	3.60	4.73	6.53	7.64	4.62	7.17
-1.46	1.66	3.36	5.17	5.49	6.77	8.39	7.54
0.92	4.76	3.22	2.08	4.24	6.06	6.43	8.98
-0.09	0.77	1.55	3.98	4.63	7.11	8.97	9.35
1.97	1.06	3.72	3.05	3.95	2.95	7.17	9.99
0.43	1.89	2.37	2.34	4.47	5.50	2.66	6.02
2.04	3.77	4.37	3.10	3.48	7.92	7.61	6.54
2.18	1.52	3.42	5.64	3.17	6.32	9.12	7.30
-1.35	2.70	2.97	3.21	5.59	4.34	5.19	10.12
1.77	2.86	0.88	8.34	6.24	7.61	8.69	7.57
2.01	-0.32	4.65	3.20	2.43	5.87	8.05	7.56
1.54	1.36	1.77	3.32	5.22	7.16	6.02	8.09
1.45	0.23	3.68	3.84	6.87	4.66	6.69	9.83
1.54	3.43	3.37	3.59	5.26	4.30	5.64	9.08
2.44	0.88	3.42	4.29	3.52	4.42	9.47	10.44
0.43	0.88	3.37	3.26	5.03	4.99	7.77	7.80
-0.57	3.72	2.01	1.01	4.02	7.06	5.95	7.70
2.11	1.92	1.23	2.97	2.60	4.72	4.54	9.33
0.10	5.92	1.19	4.17	4.03	5.79	6.49	9.84
2.24	2.59	3.12	2.45	5.33	7.08	6.55	8.46
-1.76	2.98	3.45	5.44	5.81	6.36	8.52	6.87
0.29	1.22	1.98	5.82	6.64	7.88	7.37	9.82
2.43	-0.10	4.72	2.90	5.18	7.93	7.97	8.49
0.22	1.81	1.80	6.35	5.53	4.71	5.66	9.19
1.33	2.36	2.58	1.08	7.72	5.85	6.11	9.97
-0.16	3.79	3.55	3.83	4.80	5.18	6.98	10.31
-0.43	3.03	4.64	5.26	5.07	5.83	7.84	4.46
-0.90	2.90	0.43	4.98	2.95	6.87	6.75	5.71
0.54	2.58	-1.35	3.04	4.38	5.87	5.37	8.89
1.71	1.39	3.34	5.24	4.21	4.80	6.04	5.18
-0.39	2.13	1.15	4.00	5.85	6.08	8.10	7.65
2.80	3.56	1.58	5.40	2.69	6.18	9.33	5.17
3.09	1.38	4.21	4.88	4.67	4.26	4.71	8.39
2.67	0.40	2.70	3.74	4.53	4.92	4.77	8.26
1.44	0.70	4.58	4.41	5.63	5.71	7.34	7.85
0.45	2.17	2.75	3.09	6.40	9.62	8.50	8.50
-2.61	1.28	0.02	3.46	7.36	6.81	4.96	6.14
1.80	2.45	3.64	-0.17	2.77	4.41	7.65	6.18
1.47	4.31	1.96	3.79	5.32	5.95	8.73	8.53
0.81	2.90	5.68	4.23	5.03	6.57	7.87	8.99
0.43	3.90	1.52	3.03	5.89	8.17	8.55	5.63
2.22	2.08	-0.44	4.27	3.99	6.29	7.47	8.74
1.96	0.10	2.28	2.50	2.59	5.66	7.32	6.08
0.66	0.85	2.78	1.54	3.44	6.67	7.06	7.55
1.35	2.14	3.59	3.85	3.53	5.61	6.55	5.05
1.62	1.61	3.98	4.14	5.78	6.61	6.23	8.69
1.98	1.66	3.75	5.57	6.97	9.37	5.34	10.33
0.99	2.11	4.19	2.39	4.36	5.57	7.23	7.12
2.57	-1.95	3.70	2.75	6.03	9.00	6.04	7.46
1.18	0.18	5.45	4.49	6.25	6.56	6.36	7.31
2.84	1.54	2.01	3.80	4.60	4.41	9.86	5.80
1.29	1.91	4.20	2.84	3.92	9.02	7.36	7.06
2.13	1.97	4.65	2.89	4.41	7.55	7.86	9.31
-1.02	0.30	2.36	4.01	6.42	8.50	8.02	7.46
-0.33	-0.06	6.48	4.82	3.78	7.85	5.72	10.51
1.91	1.23	4.03	4.70	4.19	7.54	6.36	7.79
1.18	0.90	0.85	4.84	5.89	6.49	7.22	5.75
2.33	0.11	3.03	4.15	1.38	6.80	5.57	8.04
0.62	3.76	4.44	5.50	3.40	4.76	10.03	7.64
3.39	3.62	5.53	4.72	5.51	6.42	5.14	4.53
4.02	0.07	1.86	4.03	2.04	6.31	8.34	6.97
-0.06	1.71	1.88	4.85	4.89	4.53	6.46	9.21
2.32	1.85	2.67	4.02	4.75	7.30	4.57	9.03
0.08	0.29	1.01	4.95	5.19	6.39	7.71	8.46
0.49	2.71	3.76	5.54	4.62	5.04	6.97	8.36
-1.66	2.42	3.65	4.61	6.79	8.09	7.46	7.48
1.37	0.60	1.99	5.53	6.76	6.98	5.53	8.99
-1.74	1.28	4.76	4.52	5.87	7.04	6.56	6.04
-1.12	3.56	6.18	5.43	5.58	6.09	5.75	8.20
2.43	2.75	1.54	2.79	6.74	8.07	6.48	7.50
3.07	3.19	4.69	3.66	6.24	7.27	6.90	8.05
3.01	0.66	4.54	3.07	5.83	5.96	6.58	5.69
0.98	1.43	3.45	4.65	8.29	5.41	5.16	9.04
2.12	1.18	2.19	3.28	6.10	3.90	8.04	8.12
0.92	1.98	3.17	4.57	4.86	3.57	7.52	6.41
3.23	4.44	1.92	3.17	4.55	5.93	7.98	6.63
1.18	0.74	5.24	2.69	6.17	4.32	7.90	9.43
1.61	1.11	2.10	3.35	6.33	7.05	6.09	9.43
-0.95	2.79	4.62	2.05	4.79	5.85	7.75	7.81
2.19	3.71	1.93	6.23	8.12	5.72	7.14	6.26
0.52	2.02	1.56	3.96	4.93	5.74	7.24	7.68
-1.95	1.14	4.36	1.23	4.69	8.51	6.81	6.80
1.83	1.67	4.74	5.08	4.98	4.18	4.16	8.45
2.01	4.76	3.72	0.02	4.13	4.73	7.08	8.04
-0.97	2.18	4.03	2.85	3.77	3.38	6.15	8.79
2.02	2.41	-0.61	2.97	6.33	5.96	7.02	8.30
3.13	2.90	0.52	3.11	3.98	8.90	6.09	9.61
-0.31	2.90	3.54	4.17	7.82	7.15	6.44	6.81
2.70	1.85	0.99	2.85	6.11	6.75	7.05	6.26
-0.76	6.30	4.72	2.32	4.47	7.20	8.34	5.64
0.83	1.87	5.03	4.41	5.64	6.05	6.24	7.06
2.05	1.71	4.62	5.58	6.05	6.81	6.40	6.71
2.01	2.31	3.77	3.42	4.88	6.02	8.14	10.14
1.13	1.37	1.57	5.67	4.84	6.40	4.91	9.38
-0.95	3.84	4.88	4.59	3.49	6.46	8.84	6.80
1.56	2.19	0.02	2.28	5.41	5.08	7.10	7.71
-1.32	2.83	3.23	2.67	5.62	3.52	7.06	7.94
2.25	3.35	0.99	4.07	5.93	5.81	7.46	5.09
0.77	1.44	2.18	4.72	5.03	8.02	4.97	6.57
-0.70	0.65	1.51	6.75	3.87	6.95	4.09	4.86
3.60	2.30	3.67	3.44	2.38	5.31	7.53	6.78
0.94	1.57	2.39	3.35	6.47	8.45	7.39	8.94
2.15	1.31	2.63	5.40	7.73	6.52	7.71	8.20
1.31	3.73	1.65	2.77	5.99	1.04	5.69	7.10
4.73	4.62	7.16	3.01	6.65	5.96	9.97	10.78
3.49	5.55	6.94	4.11	4.06	5.48	10.53	10.16
3.16	5.26	6.88	4.26	5.96	5.78	10.28	10.12
4.63	4.59	6.45	2.93	4.91	6.22	10.96	11.26
3.09	4.75	5.68	4.02	5.42	5.76	9.10	9.37
5.02	5.92	5.85	4.05	5.57	4.70	10.62	9.38
5.66	5.36	5.87	4.31	5.74	6.17	9.51	10.99
2.61	7.52	5.48	4.90	4.20	4.23	9.21	10.02
4.30	5.34	7.46	3.62	5.91	5.87	10.73	10.79
3.56	6.25	3.67	3.60	3.35	5.48	9.14	10.50
3.93	5.40	6.37	2.56	5.20	5.64	9.67	9.74
3.07	4.71	5.40	4.52	4.90	6.98	9.48	11.00
4.70	4.89	7.17	4.02	4.66	5.97	9.59	10.11
3.93	4.76	6.11	3.54	5.90	5.34	8.40	11.29
3.99	3.04	5.51	4.04	5.74	3.30	11.76	8.95
3.22	3.74	7.07	5.31	4.51	4.39	9.83	10.76
4.19	4.64	6.71	5.08	5.10	6.01	10.26	9.88
5.09	4.94	5.43	3.61	3.71	5.85	10.35	10.50
3.50	3.85	5.81	5.22	5.85	7.67	10.91	9.77
4.68	5.65	5.83	2.69	4.78	5.99	11.14	10.08
3.21	4.41	5.98	3.05	5.37	4.97	10.46	11.88
3.49	5.30	4.81	3.34	2.82	5.44	11.07	9.56
4.78	4.39	5.76	4.22	3.22	5.67	9.53	11.03
4.60	4.24	6.65	3.92	5.22	7.59	9.77	9.12
3.36	4.53	6.04	3.90	2.71	5.28	10.13	10.14
3.87	5.20	5.53	3.75	5.70	4.99	10.18	10.20
3.58	4.24	5.75	4.90	5.01	4.55	9.52	11.33
5.15	7.18	6.49	3.39	4.12	6.15	8.81	10.91
4.22	5.21	5.66	4.45	4.52	6.00	10.16	10.24
4.26	3.64	5.94	2.60	4.60	7.53	10.06	10.06
4.27	4.59	7.63	4.71	5.16	6.70	8.72	10.33
4.29	3.68	5.58	3.51	4.69	4.88	11.48	9.92
5.10	5.00	5.41	4.42	5.62	3.91	9.72	11.01
3.76	5.38	6.49	2.51	4.94	6.95	9.02	8.01
5.03	7.13	6.84	3.51	4.92	7.37	8.94	10.18
4.86	6.77	6.29	3.75	4.63	5.61	10.40	10.38
3.53	5.13	6.22	2.63	5.10	4.84	8.85	9.44
4.53	4.21	5.55	4.13	5.15	6.43	9.46	11.56
3.83	5.51	6.00	4.16	3.81	4.92	9.14	9.38
5.04	5.40	5.83	3.20	5.36	5.47	9.99	10.04
3.71	5.21	4.99	3.79	4.38	4.50	9.99	8.19
4.39	3.13	6.22	2.58	4.55	5.42	10.37	9.83
3.08	5.15	7.41	3.91	4.69	7.50	9.25	9.47
4.22	4.61	6.20	4.41	5.59	7.33	9.31	9.28
3.36	4.21	7.41	4.29	5.47	6.22	10.96	10.19
4.00	4.26	5.80	4.44	5.88	7.28	9.93	10.89
2.27	4.67	6.54	3.22	4.57	6.38	8.80	10.25
4.57	5.44	5.09	4.92	4.47	4.90	9.53	9.59
4.53	4.31	6.33	3.65	4.51	6.49	10.88	10.42
5.17	4.67	4.44	4.59	5.49	4.97	9.28	9.88
9.61	-1.74	2.13	1.21	4.80	9.08	6.36	4.30
15.00	-3.19	0.94	0.52	7.21	7.62	6.20	7.38
11.00	-0.49	2.13	0.04	7.41	5.39	5.64	6.03
11.06	-4.91	1.31	0.36	4.56	6.94	5.22	4.93
10.94	-2.06	0.66	3.76	7.08	4.62	5.42	4.30
12.13	-4.16	0.10	1.19	4.66	4.73	8.08	7.17
12.68	-1.12	1.57	0.83	4.70	7.64	5.40	7.27
13.47	-2.92	1.19	1.25	5.68	5.33	7.16	3.96
11.14	-2.08	2.70	0.26	5.79	6.12	7.01	6.34
12.63	-1.50	0.62	0.74	4.99	5.72	6.21	5.51
12.79	-3.59	0.71	0.78	5.54	7.55	7.72	4.60
10.95	-3.30	0.46	-0.04	5.83	3.83	5.71	9.28
11.47	-3.93	-0.60	2.47	3.63	3.85	5.84	6.36
11.02	-0.67	1.88	0.12	5.58	6.01	5.94	6.21
9.49	-4.34	2.76	1.58	4.96	4.45	5.55	7.75
10.19	-3.43	1.02	1.46	7.08	7.75	6.75	5.45
9.98	-4.81	-1.14	0.20	4.64	7.73	5.73	3.77
12.34	-2.34	2.99	1.89	2.44	7.16	6.99	5.25
13.13	-3.21	1.42	0.69	6.57	4.61	6.70	5.77
12.36	-3.48	-0.41	1.36	5.03	8.58	5.11	7.84
13.13	-3.18	-0.08	1.35	4.29	6.10	5.25	6.55
12.28	-3.43	-0.91	2.80	3.60	8.00	5.00	4.88
12.76	-4.57	0.05	-0.33	5.01	6.76	6.08	5.63
13.06	-2.65	-2.04	-1.27	4.57	5.71	6.36	7.58
14.74	-4.09	-1.84	1.14	5.31	7.44	6.07	5.89
13.09	-1.26	1.87	1.01	3.50	5.63	6.74	7.76
12.56	-3.52	-0.72	0.40	6.11	5.18	4.44	5.04
13.02	-2.43	0.56	1.44	4.88	6.53	7.05	6.58
13.74	-4.43	2.65	1.61	4.57	6.11	7.67	8.35
13.10	-4.41	2.39	0.56	3.56	7.36	4.95	4.22
11.51	1.01	1.47	0.68	5.61	5.92	6.23	6.22
11.01	-3.14	1.62	-1.37	4.75	6.33	5.53	6.35
13.28	-1.93	2.01	1.03	5.80	6.77	5.37	6.07
12.68	-2.88	1.02	-0.07	3.71	5.61	4.85	5.31
11.65	-2.02	0.97	-0.32	5.44	5.34	5.55	6.05
10.72	-2.92	0.17	2.36	8.04	8.21	6.60	6.88
11.79	-1.38	0.55	2.00	4.50	4.52	2.26	5.12
12.61	-3.97	1.35	1.07	3.89	5.73	6.12	5.43
11.12	-4.69	-0.17	1.67	4.63	6.11	6.92	5.72
11.81	-3.63	1.11	2.90	4.42	7.64	7.28	7.06
9.24	-2.07	-1.37	0.79	4.94	3.73	6.92	5.33
11.64	-1.49	0.23	-0.81	2.45	4.89	5.29	5.97
12.71	-1.56	1.31	0.38	4.45	7.31	5.80	5.27
10.24	-5.43	1.05	-0.56	6.64	6.68	6.30	6.71
13.67	-2.58	2.32	2.02	4.95	6.52	5.77	6.87
12.71	-3.78	0.55	2.15	3.89	6.72	6.80	6.45
10.73	-2.36	1.49	2.43	7.81	5.87	4.52	7.26
13.85	-1.85	0.61	0.77	6.38	6.96	4.15	5.54
11.81	-3.61	1.79	1.53	6.16	6.91	6.32	6.57
12.06	-4.13	1.26	0.29	6.23	6.34	8.31	8.36
11.90	-4.20	2.18	2.39	5.04	7.30	8.01	9.02
13.64	-4.19	0.08	1.19	7.28	5.63	7.14	4.53
11.50	-2.50	1.98	1.70	4.13	5.58	3.22	6.51
12.59	-3.84	-0.22	-1.29	4.59	4.83	6.91	5.04
11.51	-2.52	0.57	-0.95	3.28	5.63	8.50	5.72
10.25	-2.68	2.19	3.82	3.12	6.53	8.00	3.10
10.72	-2.17	0.70	2.78	4.91	6.50	5.75	3.55
13.66	-2.70	-1.18	3.27	3.40	6.37	6.99	6.65
12.38	-3.65	0.81	1.38	3.81	4.15	6.45	5.73
12.95	-0.60	1.42	1.49	4.40	6.03	6.09	6.19
12.85	-1.71	0.13	2.58	4.69	6.42	5.66	4.02
12.83	-3.69	0.84	1.18	4.98	5.12	4.32	5.28
10.38	-2.32	1.42	0.48	3.51	7.67	4.63	6.92
12.30	-2.69	-0.61	3.32	4.12	5.24	4.95	6.61
12.52	-4.30	3.49	0.50	5.45	5.64	7.03	7.99
11.54	-3.93	-0.14	1.34	4.08	6.61	6.36	2.87
11.68	-3.95	-0.34	1.89	6.56	6.16	5.53	5.05
12.83	-4.73	1.12	2.13	5.69	6.26	5.89	7.57
11.09	-2.39	3.34	1.29	6.71	5.27	6.54	7.73
11.41	-3.94	-0.59	-0.29	5.36	5.33	6.75	6.45
11.99	-3.35	1.06	-0.24	3.91	5.83	5.01	7.32
11.59	-4.26	2.35	1.88	6.35	6.85	6.65	6.61
13.57	-3.13	1.17	1.74	6.44	4.45	5.00	7.41
11.81	-4.08	3.53	0.01	5.73	6.65	7.25	5.46
13.32	-4.59	2.24	1.02	5.58	5.36	6.63	3.96
10.81	-4.04	0.90	0.28	6.50	4.98	7.12	6.11
12.45	-3.33	0.68	-0.23	3.85	5.65	7.04	7.45
10.98	-3.68	0.91	0.16	3.93	6.01	3.17	7.96
14.32	-5.24	3.70	1.51	4.05	5.84	8.66	6.36
11.70	-3.47	-0.20	0.04	5.51	5.20	6.67	4.46
-2.11	-3.02	-0.45	-2.71	0.50	5.71	8.92	11.91
-0.85	-4.24	-1.06	-2.40	-1.96	5.41	6.14	9.14
-3.31	-2.71	-0.11	-0.71	-0.29	5.20	9.08	10.74
-2.79	-5.02	-0.29	-1.71	-0.58	2.86	9.77	9.74
-1.20	-5.02	-2.41	-3.06	1.28	4.24	7.85	9.64
-3.61	-4.52	0.64	-0.87	0.51	5.23	9.13	9.15
-3.04	-3.68	-0.03	-1.82	1.56	4.22	7.76	10.08
-2.00	-3.64	-0.24	-3.01	0.20	4.41	9.95	9.22
-2.53	-4.65	-1.02	-1.76	-0.63	4.23	7.89	9.52
-3.64	-3.03	-1.01	-1.96	0.61	5.63	8.17	10.38
-2.12	-3.19	0.16	-1.33	0.84	4.84	8.27	9.34
-3.22	-3.93	-0.39	-2.05	-0.58	5.20	9.46	10.61
-4.57	-4.53	-1.19	-1.09	-1.63	4.27	8.60	9.63
-4.25	-6.53	-0.47	-1.12	0.85	5.28	7.07	9.62
-3.52	-1.37	-1.99	-1.40	1.32	5.89	8.88	9.51
-4.55	-4.04	-1.43	-3.16	-0.66	4.34	9.68	11.47
-5.04	-5.09	-1.41	-1.83	-1.64	4.38	8.82	10.86
-3.35	-2.76	-0.35	-2.40	-1.42	6.23	8.89	10.04
-3.39	-4.07	-1.06	-2.93	0.76	6.49	8.78	9.49
-3.57	-4.54	-1.24	-1.63	0.80	6.32	8.15	8.79
-4.61	-3.59	0.08	-1.19	1.29	4.17	7.89	11.64
-3.36	-5.50	1.12	0.10	-2.07	6.05	7.30	8.51
-3.37	-4.65	-0.20	-3.13	0.58	5.46	6.95	10.28
-3.06	-4.30	-0.32	-1.95	1.28	5.92	8.21	11.07
-2.83	-2.75	-0.50	-0.63	-0.95	4.29	8.30	9.87
-3.59	-2.37	-0.96	-1.37	-2.53	3.80	9.55	9.66
-3.95	-3.59	0.20	-2.72	-0.61	4.51	8.37	8.97
-3.87	-2.72	-1.75	-2.25	0.49	2.83	8.02	10.90
-1.92	-2.28	1.33	-3.63	-0.86	4.78	8.54	8.91
-1.47	-5.05	-1.91	-4.67	-0.29	4.83	7.44	10.61
-3.68	-3.49	-0.11	-2.58	1.18	6.63	8.70	9.57
-1.00	-4.30	1.13	-1.94	0.53	4.97	6.45	10.44
-2.57	-2.99	-0.42	-1.61	-0.70	4.72	6.81	8.98
-2.74	-3.18	-1.70	-2.11	-1.88	5.28	7.99	9.35
-2.38	-3.69	-0.31	-3.94	1.35	5.20	10.48	9.47
